Longitude,Latitude,PB_Cetin_Uncorr_Strain,PB_IandY_Uncorr_Strain,PB_Seismic_Slope_Disp_RandS,PB_Seismic_Slope_Disp_BandT
-121.449,45.606,0,0,0.5,0.55096378
-121.347,45.604,0,0,0.5,0.5
-121.244,45.603,0,0,0.5,0.5
-121.142,45.601,0,0,0.5,0.5
-121.039,45.599,0,0,0.5,0.5
-120.936,45.598,0,0,0.5,0.5
-120.834,45.596,0,0,0.5,0.5
-120.731,45.594,0,0,0.5,0.5
-120.629,45.592,0,0,0.5,0.5
-120.527,45.59,0,0,0.5,0.5
-120.424,45.587,0,0,0.5,0.5
-120.322,45.585,0,0,0.5,0.5
-120.219,45.582,0,0,0.5,0.5
-120.117,45.58,0,0,0.5,0.5
-120.014,45.577,0,0,0.5,0.5
-119.912,45.575,0,0,0.5,0.5
-119.81,45.572,0,0,0.5,0.5
-119.707,45.569,0,0,0.5,0.5
-119.605,45.566,0,0,0.5,0.5
-117.664,45.491,0,0,0.5,0.5
-117.562,45.487,0,0,0.5,0.5
-117.46,45.482,0,0,0.5,0.5
-117.358,45.477,0,0,0.5,0.5
-117.256,45.472,0,0,0.5,0.5
-117.155,45.466,0,0,0.5,0.5
-117.053,45.461,0,0,0.5,0.5
-122.166,45.685,2.66E-03,0,0.5,1.331794741
-122.063,45.684,1.18E-03,0,0.5,1.188168014
-121.961,45.684,1.60E-03,0,0.5,1.060759377
-121.858,45.683,0,0,0.5,0.942119308
-121.755,45.682,0,0,0.5,0.830902703
-121.653,45.68,0,0,0.5,0.731418178
-121.55,45.679,0,0,0.5,0.637017723
-121.447,45.678,0,0,0.5,0.557424088
-121.344,45.676,0,0,0.5,0.5
-121.242,45.675,0,0,0.5,0.5
-121.139,45.673,0,0,0.5,0.5
-121.036,45.671,0,0,0.5,0.5
-120.934,45.67,0,0,0.5,0.5
-120.831,45.668,0,0,0.5,0.5
-120.729,45.666,0,0,0.5,0.5
-120.626,45.664,0,0,0.5,0.5
-120.523,45.661,0,0,0.5,0.5
-120.421,45.659,0,0,0.5,0.5
-120.318,45.657,0,0,0.5,0.5
-120.216,45.654,0,0,0.5,0.5
-120.113,45.652,0,0,0.5,0.5
-120.011,45.649,0,0,0.5,0.5
-119.908,45.646,0,0,0.5,0.5
-119.806,45.644,0,0,0.5,0.5
-119.703,45.641,0,0,0.5,0.5
-119.601,45.638,0,0,0.5,0.5
-119.498,45.635,0,0,0.5,0.5
-117.657,45.563,0,0,0.5,0.5
-117.555,45.558,0,0,0.5,0.5
-117.453,45.553,0,0,0.5,0.5
-117.351,45.548,0,0,0.5,0.5
-117.249,45.543,0,0,0.5,0.5
-122.165,45.757,2.50E-03,0,0.5,1.371811429
-122.062,45.756,1.05E-03,0,0.5,1.233554048
-121.959,45.756,1.47E-03,0,0.5,1.102257346
-121.856,45.755,1.97E-03,0,0.5,0.96135475
-121.754,45.754,0,0,0.5,0.854526017
-121.651,45.752,0,0,0.5,0.750919178
-121.548,45.751,0,0,0.5,0.660090449
-121.445,45.75,0,0,0.5,0.573081084
-121.342,45.748,0,0,0.5,0.508427832
-121.24,45.747,0,0,0.5,0.5
-121.137,45.745,0,0,0.5,0.5
-121.034,45.743,0,0,0.5,0.5
-120.931,45.742,0,0,0.5,0.5
-120.828,45.74,0,0,0.5,0.5
-120.726,45.738,0,0,0.5,0.5
-120.623,45.736,0,0,0.5,0.5
-120.52,45.733,0,0,0.5,0.5
-120.417,45.731,0,0,0.5,0.5
-120.315,45.729,0,0,0.5,0.5
-120.212,45.726,0,0,0.5,0.5
-120.109,45.724,0,0,0.5,0.5
-120.007,45.721,0,0,0.5,0.5
-119.904,45.718,0,0,0.5,0.5
-119.801,45.716,0,0,0.5,0.5
-119.699,45.713,0,0,0.5,0.5
-119.596,45.71,0,0,0.5,0.5
-119.494,45.706,0,0,0.5,0.5
-117.65,45.635,0,0,0.5,0.5
-117.548,45.63,0,0,0.5,0.5
-117.446,45.625,0,0,0.5,0.5
-117.344,45.62,0,0,0.5,0.5
-122.061,45.828,2.80E-03,0,0.5,1.304234921
-121.958,45.828,1.28E-03,0,0.5,1.163314513
-121.855,45.827,1.73E-03,0,0.5,1.025124653
-121.752,45.826,0,0,0.5,0.901339354
-121.649,45.824,0,0,0.5,0.793624091
-121.546,45.823,0,0,0.5,0.693425492
-121.443,45.822,0,0,0.5,0.609456531
-121.34,45.82,0,0,0.5,0.535180949
-121.237,45.819,0,0,0.5,0.5
-121.134,45.817,0,0,0.5,0.5
-121.031,45.815,0,0,0.5,0.5
-120.929,45.814,0,0,0.5,0.5
-120.826,45.812,0,0,0.5,0.5
-120.723,45.81,0,0,0.5,0.5
-120.62,45.808,0,0,0.5,0.5
-120.517,45.805,0,0,0.5,0.5
-120.414,45.803,0,0,0.5,0.5
-120.311,45.801,0,0,0.5,0.5
-120.208,45.798,0,0,0.5,0.5
-120.106,45.796,0,0,0.5,0.5
-118.137,45.945,0,0,0.5,0.5
-118.034,45.94,0,0,0.5,0.5
-119.781,46.075,0,0,0.5,0.5
-119.677,46.072,0,0,0.5,0.5
-119.574,46.069,0,0,0.5,0.5
-119.471,46.066,0,0,0.5,0.5
-119.368,46.063,0,0,0.5,0.5
-119.264,46.059,0,0,0.5,0.5
-119.161,46.056,0,0,0.5,0.5
-119.058,46.052,0,0,0.5,0.5
-118.955,46.049,0,0,0.5,0.5
-118.852,46.045,0,0,0.5,0.5
-118.749,46.041,0,0,0.5,0.5
-118.646,46.037,0,0,0.5,0.5
-118.542,46.033,0,0,0.5,0.5
-118.439,46.029,0,0,0.5,0.5
-118.336,46.025,0,0,0.5,0.5
-118.233,46.021,0,0,0.5,0.5
-118.13,46.016,0,0,0.5,0.5
-118.027,46.012,0,0,0.5,0.5
-119.466,46.138,0,0,0.5,0.5
-119.363,46.134,0,0,0.5,0.5
-119.26,46.131,0,0,0.5,0.5
-119.156,46.128,0,0,0.5,0.5
-119.053,46.124,0,0,0.5,0.5
-118.95,46.121,0,0,0.5,0.5
-118.846,46.117,0,0,0.5,0.5
-118.743,46.113,0,0,0.5,0.5
-118.64,46.109,0,0,0.5,0.5
-118.537,46.105,0,0,0.5,0.5
-118.433,46.101,0,0,0.5,0.5
-118.33,46.097,0,0,0.5,0.5
-118.227,46.093,0,0,0.5,0.5
-118.124,46.088,0,0,0.5,0.5
-119.048,46.196,0,0,0.5,0.5
-118.944,46.192,0,0,0.5,0.5
-118.324,46.169,0,0,0.5,0.5
-118.221,46.164,0,0,0.5,0.5
-123.512,41.784,1.12E-02,1.02E-02,6.554407775,5.125141461
-123.452,41.784,1.18E-02,9.14E-03,5.368247097,4.604234901
-123.392,41.784,1.05E-02,8.11E-03,4.385710509,4.145485548
-123.332,41.785,9.18E-03,7.14E-03,3.481993892,3.688888445
-123.272,41.785,9.88E-03,6.12E-03,2.752569339,3.286112526
-123.211,41.785,8.61E-03,5.11E-03,2.12776822,2.915432967
-123.151,41.785,7.38E-03,4.12E-03,1.601776515,2.571289832
-123.091,41.785,6.14E-03,3.05E-03,1.203807112,2.280672412
-123.031,41.785,6.92E-03,3.93E-03,0.882882315,2.010341925
-122.971,41.785,5.67E-03,2.67E-03,0.638785486,1.792573603
-122.91,41.785,4.39E-03,1.27E-03,0.5,1.600041475
-122.128,41.782,1.68E-03,0,0.5,1.009555326
-122.068,41.781,1.46E-03,0,0.5,1.096662241
-122.008,41.781,1.17E-03,0,0.5,1.205593035
-121.828,41.779,1.19E-03,0,0.5,1.268651334
-121.767,41.778,1.47E-03,0,0.5,1.201546289
-121.707,41.778,1.49E-03,0,0.5,1.219931612
-121.647,41.777,1.22E-03,0,0.5,1.32584211
-121.407,41.774,0,0,0.5,0.96887714
-123.513,41.829,0.011411957,1.06E-02,6.14476251,4.908476249
-123.452,41.829,1.01E-02,9.54E-03,4.995298309,4.400536846
-123.392,41.829,1.07E-02,8.50E-03,4.049403968,3.947630724
-123.332,41.83,9.46E-03,7.53E-03,3.180357792,3.495261368
-123.272,41.83,8.18E-03,6.53E-03,2.474277258,3.106319879
-123.211,41.83,8.92E-03,5.52E-03,1.88800891,2.747798903
-123.151,41.83,7.67E-03,4.47E-03,1.422770379,2.433308315
-123.091,41.83,6.42E-03,3.36E-03,1.05033419,2.159011925
-123.031,41.83,0.005181299,2.19E-03,0.778498212,1.910342253
-122.971,41.83,5.92E-03,2.92E-03,0.542981435,1.706793912
-122.91,41.83,4.62E-03,1.44E-03,0.5,1.520346531
-122.128,41.827,1.60E-03,0,0.5,1.031471613
-122.067,41.826,1.35E-03,0,0.5,1.129475973
-122.007,41.826,1.08E-03,0,0.5,1.231087713
-121.827,41.824,1.17E-03,0,0.5,1.275849749
-121.767,41.824,1.41E-03,0,0.5,1.221012665
-121.706,41.823,1.41E-03,0,0.5,1.244067405
-121.646,41.822,1.14E-03,0,0.5,1.356560734
-121.466,41.82,1.40E-03,0,0.5,1.277411172
-121.405,41.819,0,0,0.5,0.983173719
-120.202,41.796,1.99E-03,0,0.5,1.294233666
-120.142,41.795,0,0,0.5,1.20593088
-120.082,41.793,0,0,0.5,0.977988859
-123.513,41.874,1.17E-02,1.10E-02,5.72317008,4.689907099
-123.453,41.874,1.03E-02,9.92E-03,4.664568839,4.211524509
-123.392,41.875,9.02E-03,8.91E-03,3.716364627,3.74928927
-123.332,41.875,9.72E-03,7.90E-03,2.907746551,3.328230979
-123.272,41.875,8.44E-03,6.89E-03,2.244741579,2.946566345
-123.212,41.875,7.17E-03,5.85E-03,1.712600538,2.617058805
-123.151,41.875,7.93E-03,4.78E-03,1.273442185,2.312301037
-123.091,41.875,6.67E-03,3.65E-03,0.930664047,2.044289216
-123.031,41.875,5.43E-03,2.43E-03,0.6795728,1.819528536
-122.971,41.875,4.15E-03,1.10E-03,0.5,1.624662417
-122.91,41.875,4.81E-03,1.57E-03,0.5,1.461447214
-122.127,41.872,1.44E-03,0,0.5,1.080935099
-122.067,41.871,1.20E-03,0,0.5,1.177176782
-122.007,41.871,2.87E-03,0,0.5,1.292725734
-121.826,41.869,1.05E-03,0,0.5,1.320194506
-121.766,41.869,1.28E-03,0,0.5,1.264746459
-121.705,41.868,1.28E-03,0,0.5,1.291016669
-121.645,41.867,1.06E-03,0,0.5,1.387895189
-121.464,41.865,1.37E-03,0,0.5,1.284017714
-121.404,41.864,0,0,0.5,0.978876499
-120.2,41.841,0,0,0.5,1.169666684
-120.14,41.84,0,0,0.5,1.113726217
-120.08,41.838,0,0,0.5,0.947084367
-120.02,41.837,0,0,0.5,0.734981175
-123.513,41.919,1.19E-02,9.30E-03,5.385734956,4.500842551
-123.453,41.919,1.05E-02,8.23E-03,4.375527162,4.043940456
-123.393,41.92,9.27E-03,7.27E-03,3.412024525,3.567078034
-123.332,41.92,1.00E-02,6.28E-03,2.634514355,3.153121359
-123.272,41.92,8.71E-03,5.24E-03,2.016450677,2.799362027
-123.212,41.92,7.42E-03,4.16E-03,1.525829148,2.482248859
-123.151,41.92,6.17E-03,3.07E-03,1.129609046,2.199170318
-123.091,41.92,6.92E-03,3.92E-03,0.831798784,1.946028925
-123.031,41.92,5.67E-03,2.67E-03,0.578581533,1.729960123
-122.971,41.92,4.36E-03,1.25E-03,0.5,1.547747298
-122.126,41.917,1.21E-03,0,0.5,1.157702341
-122.066,41.916,2.93E-03,0,0.5,1.264493118
-122.006,41.916,2.46E-03,0,0.5,1.40099406
-121.825,41.914,2.75E-03,0,0.5,1.410702673
-121.765,41.914,1.01E-03,0,0.5,1.370887617
-121.704,41.913,1.02E-03,0,0.5,1.38722857
-121.463,41.91,1.50E-03,0,0.5,1.232088551
-121.403,41.909,0,0,0.5,0.954475571
-120.138,41.885,0,0,0.5,1.014505447
-120.078,41.883,0,0,0.5,0.900879383
-123.514,41.964,1.01E-02,9.64E-03,5.06305101,4.322640232
-123.453,41.964,1.08E-02,8.60E-03,4.045748787,3.854885613
-123.393,41.965,9.51E-03,7.61E-03,3.137845727,3.401305801
-123.333,41.965,8.23E-03,6.60E-03,2.405614205,3.00121136
-123.272,41.965,8.98E-03,5.59E-03,1.806888837,2.64579223
-123.212,41.965,7.70E-03,4.50E-03,1.349489516,2.344131728
-123.152,41.965,6.42E-03,3.36E-03,0.981933896,2.079174679
-123.091,41.965,5.18E-03,2.18E-03,0.720196011,1.844907596
-123.031,41.965,5.91E-03,2.90E-03,0.5,1.645336592
-122.971,41.965,4.58E-03,1.41E-03,0.5,1.474545153
-122.126,41.962,2.85E-03,0,0.5,1.271171044
-122.066,41.961,2.38E-03,0,0.5,1.414967364
-122.005,41.961,3.91E-03,0,0.5,1.565721384
-121.824,41.959,2.28E-03,0,0.5,1.555650253
-121.764,41.959,2.45E-03,0,0.5,1.52995589
-121.704,41.958,2.46E-03,0,0.5,1.549958924
-121.643,41.957,2.42E-03,0,0.5,1.582877464
-121.462,41.955,1.62E-03,0,0.5,1.194110924
-121.402,41.954,0,0,0.5,0.923051447
-123.514,42.009,1.03E-02,9.94E-03,4.777581103,4.154884582
-123.454,42.009,9.01E-03,8.93E-03,3.763069687,3.686472364
-123.393,42.01,9.75E-03,7.96E-03,2.86877198,3.233638275
-123.333,42.01,8.47E-03,6.93E-03,2.182908768,2.853950057
-123.272,42.01,7.19E-03,5.88E-03,1.623453981,2.510601218
-123.212,42.01,7.93E-03,4.78E-03,1.201517074,2.226256636
-123.152,42.01,6.66E-03,3.63E-03,0.87329315,1.967564132
-123.091,42.01,5.42E-03,2.42E-03,0.608997739,1.747483301
-123.031,42.01,4.12E-03,1.08E-03,0.5,1.562967683
-122.186,42.007,2.76E-03,0,0.5,1.2735539
-122.125,42.007,2.23E-03,0,0.5,1.439974317
-122.065,42.006,3.57E-03,0,0.5,1.650481915
-121.884,42.005,3.36E-03,0,0.599096206,1.8109186
-121.823,42.004,3.73E-03,0,0.52955563,1.735551307
-121.763,42.004,3.75E-03,0,0.533803957,1.747964996
-121.703,42.003,3.68E-03,0,0.560050109,1.78497623
-121.642,42.002,3.90E-03,0,0.530009029,1.750780376
-121.582,42.002,2.20E-03,0,0.5,1.659384975
-121.522,42.001,2.95E-03,0,0.5,1.427166992
-121.461,42,1.75E-03,0,0.5,1.151744437
-121.401,41.999,0,0,0.5,0.912644005
-123.575,42.054,1.19E-02,9.34E-03,5.557712599,4.455129873
-123.514,42.054,1.06E-02,8.33E-03,4.395197754,3.941600342
-123.454,42.054,9.30E-03,7.34E-03,3.392754027,3.466940953
-123.394,42.055,8.03E-03,6.34E-03,2.574776532,3.045030612
-123.333,42.055,8.75E-03,5.31E-03,1.925237627,2.682254322
-123.273,42.055,7.45E-03,4.21E-03,1.43136484,2.374337161
-123.212,42.055,6.20E-03,3.12E-03,1.017267047,2.08781463
-123.152,42.055,6.95E-03,3.96E-03,0.745325166,1.853683311
-123.091,42.055,5.68E-03,2.69E-03,0.5,1.648887678
-123.031,42.055,4.38E-03,1.27E-03,0.5,1.473374911
-122.185,42.052,2.26E-03,0,0.5,1.413822615
-122.125,42.052,3.48E-03,0,0.5,1.659791945
-122.064,42.051,4.48E-03,1.36E-03,0.770357635,1.977247495
-121.883,42.05,4.74E-03,1.54E-03,0.793514962,2.02732421
-121.823,42.049,3.01E-03,1.73E-03,0.73429737,1.967841874
-121.762,42.049,3.04E-03,1.75E-03,0.719917893,1.960934716
-121.702,42.048,3.27E-03,1.92E-03,0.653486814,1.894408657
-121.641,42.047,3.89E-03,0,0.526359952,1.750242652
-121.581,42.047,2.65E-03,0,0.5,1.52322213
-121.521,42.046,1.32E-03,0,0.5,1.301498859
-121.46,42.045,0,0,0.5,1.077401593
-123.575,42.099,1.01E-02,9.65E-03,5.236138243,4.280022343
-123.515,42.099,1.08E-02,8.67E-03,4.068167176,3.761984883
-123.454,42.099,9.54E-03,7.69E-03,3.097276574,3.296497197
-123.394,42.1,8.25E-03,6.66E-03,2.333847773,2.891406752
-123.333,42.1,8.97E-03,5.61E-03,1.725367334,2.538307539
-123.273,42.1,7.70E-03,4.52E-03,1.264353729,2.244771907
-123.212,42.1,6.45E-03,3.40E-03,0.897944806,1.971430876
-123.152,42.1,5.19E-03,2.20E-03,0.636973599,1.759378435
-123.091,42.1,5.92E-03,2.93E-03,0.5,1.558728072
-123.031,42.1,4.58E-03,1.42E-03,0.5,1.408022925
-122.184,42.097,3.65E-03,0,0.5,1.584432484
-122.124,42.097,4.53E-03,1.40E-03,0.743520437,1.939307806
-121.943,42.095,5.44E-03,2.49E-03,1.191775183,2.444369678
-121.822,42.094,5.95E-03,2.99E-03,1.028393069,2.311566002
-121.761,42.094,4.22E-03,1.17E-03,0.802484025,2.054631629
-121.701,42.093,3.16E-03,1.83E-03,0.697258327,1.942901526
-121.64,42.092,2.23E-03,0,0.5,1.646306635
-121.58,42.092,1.07E-03,0,0.5,1.391510659
-123.576,42.144,1.03E-02,9.92E-03,4.971043161,4.137644238
-123.515,42.144,9.02E-03,8.99E-03,3.771485436,3.594897205
-123.455,42.144,9.71E-03,7.94E-03,2.889588008,3.16690217
-123.394,42.145,0.008439394,6.93E-03,2.139856912,2.76777731
-123.334,42.145,7.16E-03,5.86E-03,1.567968922,2.432614558
-123.273,42.145,7.90E-03,4.77E-03,1.124813377,2.140444095
-123.213,42.145,6.65E-03,3.63E-03,0.804564188,1.888669754
-123.152,42.145,5.40E-03,2.41E-03,0.532478445,1.674398416
-123.092,42.145,4.11E-03,1.08E-03,0.5,1.490684359
-123.031,42.145,4.78E-03,1.57E-03,0.5,1.349021464
-122.244,42.143,4.00E-03,0,0.5,1.464965765
-122.184,42.142,3.05E-03,1.77E-03,0.583694569,1.763048515
-122.123,42.142,5.67E-03,2.71E-03,0.987740271,2.211860614
-121.821,42.139,5.41E-03,2.46E-03,1.222641195,2.496735814
-121.76,42.139,4.14E-03,1.11E-03,0.969673763,2.26067436
-121.7,42.138,3.33E-03,1.97E-03,0.662749133,1.901078221
-121.639,42.137,2.55E-03,0,0.5,1.536960068
-123.576,42.189,1.04E-02,8.15E-03,4.723300684,4.009959862
-123.515,42.189,9.17E-03,7.20E-03,3.578588464,3.487521192
-123.455,42.19,9.88E-03,6.17E-03,2.702692719,3.05412339
-123.394,42.19,8.60E-03,5.14E-03,1.98555186,2.673251907
-123.334,42.19,7.32E-03,4.07E-03,1.441788287,2.348068433
-123.273,42.19,6.08E-03,4.99E-03,1.011049462,2.057577933
-123.213,42.19,6.82E-03,3.83E-03,0.722127121,1.81854283
-123.152,42.19,5.57E-03,2.58E-03,0.5,1.61065989
-123.092,42.19,4.26E-03,1.19E-03,0.5,1.442825715
-122.244,42.188,3.50E-03,0,0.5,1.594025839
-122.183,42.188,4.26E-03,1.21E-03,0.801888899,1.992117587
-122.123,42.187,6.86E-03,3.91E-03,1.288596227,2.481219936
-122.002,42.186,6.60E-03,3.62E-03,1.485871662,2.715167838
-121.941,42.186,5.12E-03,2.19E-03,1.318328829,2.571744509
-121.881,42.185,5.15E-03,2.21E-03,1.330957576,2.596899013
-121.82,42.184,5.32E-03,2.37E-03,1.268474435,2.54193985
-121.76,42.184,4.11E-03,1.09E-03,0.989413996,2.283283664
-121.699,42.183,3.52E-03,0,0.614376399,1.842906884
-123.576,42.234,0.010558133,8.34E-03,4.535796832,3.919117194
-123.516,42.234,9.27E-03,7.34E-03,3.455117287,3.418680036
-123.455,42.235,8.00E-03,6.33E-03,2.567639725,2.974042441
-123.395,42.235,8.72E-03,5.29E-03,1.891946496,2.605593892
-123.334,42.235,7.45E-03,4.22E-03,1.361439809,2.286958459
-123.273,42.235,6.22E-03,3.15E-03,0.942920127,1.992885672
-123.213,42.235,6.98E-03,4.00E-03,0.656533773,1.764537302
-123.152,42.235,5.71E-03,2.72E-03,0.5,1.561725027
-123.092,42.235,4.41E-03,1.30E-03,0.5,1.3997353
-122.243,42.233,3.24E-03,1.93E-03,0.5,1.665584732
-122.183,42.233,6.00E-03,1.03E-03,0.872090789,2.068307427
-122.122,42.232,6.64E-03,3.67E-03,1.381721832,2.569247491
-122.001,42.231,6.65E-03,3.70E-03,1.469101857,2.698652187
-121.94,42.231,5.05E-03,2.12E-03,1.347111459,2.595680103
-121.88,42.23,5.03E-03,2.09E-03,1.380579679,2.639081868
-121.819,42.229,5.25E-03,2.31E-03,1.293846439,2.561286088
-121.759,42.229,4.12E-03,1.11E-03,0.981552978,2.268672022
-121.698,42.228,3.64E-03,0,0.579773444,1.79931558
-123.577,42.279,1.07E-02,8.48E-03,4.39918382,3.847953269
-123.516,42.279,9.37E-03,7.47E-03,3.331477335,3.350177971
-123.456,42.28,8.09E-03,6.45E-03,2.473098955,2.919159104
-123.395,42.28,8.82E-03,5.42E-03,1.808511139,2.547960406
-123.334,42.28,7.57E-03,4.36E-03,1.288677722,2.233579402
-123.274,42.28,6.31E-03,3.24E-03,0.901883344,1.955892614
-123.213,42.28,5.07E-03,2.09E-03,0.610439429,1.72738375
-123.152,42.28,5.81E-03,2.81E-03,0.5,1.526929692
-123.092,42.28,4.51E-03,1.37E-03,0.5,1.370018813
-122.243,42.278,3.13E-03,1.85E-03,0.512810989,1.681746391
-122.182,42.278,4.06E-03,1.08E-03,0.841412199,2.03391253
-122.122,42.277,5.08E-03,2.16E-03,1.205004151,2.40845171
-122.061,42.277,6.64E-03,3.69E-03,1.425109418,2.630041719
-122,42.276,6.57E-03,3.60E-03,1.504762091,2.727428713
-121.94,42.276,6.64E-03,3.68E-03,1.511331384,2.745849821
-121.879,42.275,6.72E-03,3.77E-03,1.49232673,2.739211455
-121.818,42.274,5.25E-03,2.31E-03,1.283305136,2.542206146
-121.758,42.274,4.28E-03,1.22E-03,0.930266776,2.200647629
-123.577,42.324,1.08E-02,8.61E-03,4.260409395,3.775892358
-123.517,42.324,9.46E-03,7.59E-03,3.225561289,3.291363087
-123.456,42.325,8.21E-03,6.60E-03,2.373636257,2.859297125
-123.395,42.325,8.93E-03,5.55E-03,1.723237797,2.49160296
-123.335,42.325,7.66E-03,4.46E-03,1.232552601,2.192145101
-123.274,42.325,6.42E-03,3.36E-03,0.855895621,1.917040259
-123.213,42.325,5.17E-03,2.18E-03,0.570414625,1.694591372
-123.152,42.325,5.91E-03,2.91E-03,0.5,1.494568511
-123.092,42.325,4.61E-03,1.44E-03,0.5,1.344919969
-122.242,42.323,4.91E-03,1.68E-03,0.555009925,1.726766981
-122.182,42.323,4.02E-03,1.05E-03,0.834213997,2.024190574
-122.121,42.322,5.29E-03,2.37E-03,1.100657453,2.311482288
-122.06,42.322,6.87E-03,3.95E-03,1.325469626,2.52786385
-122,42.321,6.54E-03,3.56E-03,1.507857208,2.716618261
-121.939,42.321,6.23E-03,3.20E-03,1.702351502,2.890363918
-121.878,42.32,6.30E-03,3.28E-03,1.666497471,2.870092425
-121.818,42.319,5.36E-03,2.42E-03,1.228199621,2.477981169
-121.757,42.319,4.79E-03,1.57E-03,0.782472184,2.015900619
-123.578,42.369,1.08E-02,8.73E-03,4.141924362,3.713852049
-123.517,42.369,9.57E-03,7.74E-03,3.098493171,3.223507907
-123.456,42.37,8.31E-03,6.73E-03,2.279150758,2.803064921
-123.395,42.37,7.05E-03,5.70E-03,1.638759984,2.441874444
-123.335,42.37,7.77E-03,4.59E-03,1.168436842,2.146393634
-123.274,42.37,6.52E-03,3.47E-03,0.815077491,1.882015924
-123.213,42.37,5.27E-03,2.28E-03,0.526239163,1.659975967
-123.153,42.37,5.99E-03,2.99E-03,0.5,1.472662464
-123.092,42.37,4.70E-03,1.50E-03,0.5,1.320448122
-122.242,42.368,4.83E-03,1.62E-03,0.556164459,1.728590403
-122.181,42.368,5.93E-03,2.99E-03,0.833540041,2.021450461
-122.12,42.367,5.28E-03,2.35E-03,1.080819189,2.287283872
-122.06,42.367,6.84E-03,3.92E-03,1.316225492,2.50673188
-121.999,42.366,6.50E-03,3.51E-03,1.51977421,2.710574049
-121.938,42.366,6.22E-03,3.19E-03,1.687324081,2.859409527
-121.877,42.365,6.49E-03,3.50E-03,1.242163184,2.461266264
-121.817,42.364,5.91E-03,2.95E-03,1.009614169,2.268602635
-121.756,42.364,3.59E-03,0,0.557200283,1.758642364
-123.578,42.414,1.10E-02,8.90E-03,3.978919376,3.63278877
-123.517,42.414,9.68E-03,7.89E-03,2.978226224,3.159240979
-123.457,42.415,8.40E-03,6.85E-03,2.199292686,2.7565829
-123.396,42.415,7.12E-03,5.80E-03,1.576803984,2.404899943
-123.335,42.415,7.87E-03,4.71E-03,1.10622171,2.102484654
-123.274,42.415,6.64E-03,3.60E-03,0.769458472,1.844192442
-123.213,42.415,5.38E-03,2.38E-03,0.5,1.627762272
-123.153,42.415,4.08E-03,1.05E-03,0.5,1.449311895
-123.092,42.416,4.81E-03,1.58E-03,0.5,1.295496123
-122.241,42.413,4.90E-03,1.66E-03,0.521867645,1.693671981
-122.18,42.413,4.01E-03,1.04E-03,0.795903549,1.978293733
-122.12,42.412,5.34E-03,2.40E-03,1.045088094,2.250247497
-122.059,42.412,6.90E-03,3.97E-03,1.27834187,2.460413712
-121.998,42.411,6.62E-03,3.64E-03,1.447266191,2.627636941
-121.937,42.411,0.006523221,3.53E-03,1.35295279,2.543663974
-121.877,42.41,5.44E-03,2.49E-03,1.141652037,2.368630067
-121.816,42.409,4.90E-03,1.65E-03,0.717053006,1.925350668
-123.578,42.459,9.07E-03,7.05E-03,3.836718844,3.557384898
-123.518,42.459,9.78E-03,6.02E-03,2.876192752,3.098390614
-123.457,42.46,8.51E-03,5.00E-03,2.095995227,2.696844858
-123.396,42.46,7.24E-03,5.94E-03,1.494822387,2.356842717
-123.335,42.46,7.98E-03,4.85E-03,1.039824122,2.056818806
-123.274,42.46,6.74E-03,3.71E-03,0.728432727,1.810881033
-123.214,42.46,5.47E-03,2.46E-03,0.5,1.599123529
-123.153,42.46,4.19E-03,1.12E-03,0.5,1.423399456
-123.092,42.461,4.90E-03,1.64E-03,0.5,1.272802855
-122.241,42.458,3.11E-03,1.82E-03,0.5,1.62436021
-122.18,42.458,4.30E-03,1.24E-03,0.699112877,1.876657978
-122.119,42.457,5.65E-03,2.70E-03,0.923968393,2.120052474
-122.058,42.457,5.22E-03,2.28E-03,1.13531962,2.328166622
-121.997,42.456,5.01E-03,2.07E-03,1.255309993,2.439174855
-121.937,42.456,5.21E-03,2.27E-03,1.058673539,2.273146989
-121.876,42.455,4.41E-03,1.31E-03,0.81068831,2.017867036
-120.357,42.43,0,0,0.5,0.59906446
-120.296,42.429,0,0,0.5,0.617320767
-120.235,42.427,0,0,0.5,0.605198054
-123.579,42.504,9.17E-03,7.18E-03,3.717603836,3.492273362
-123.518,42.504,9.88E-03,6.16E-03,2.763150587,3.03485063
-123.457,42.505,8.63E-03,5.15E-03,1.990638103,2.638101254
-123.396,42.505,7.36E-03,4.08E-03,1.427657472,2.308444836
-123.335,42.505,6.09E-03,4.98E-03,0.983439406,2.012917651
-123.275,42.505,6.83E-03,3.80E-03,0.693073044,1.782010242
-123.214,42.505,5.57E-03,2.56E-03,0.5,1.568614058
-123.153,42.506,4.30E-03,1.20E-03,0.5,1.396228624
-123.092,42.506,5.00E-03,1.71E-03,0.5,1.249722586
-122.24,42.503,3.42E-03,0,0.5,1.526267115
-122.179,42.503,4.79E-03,1.58E-03,0.552522923,1.727034725
-122.118,42.502,4.18E-03,1.15E-03,0.759706296,1.93898197
-122.058,42.502,5.83E-03,2.87E-03,0.896166998,2.091821699
-121.997,42.501,5.88E-03,2.92E-03,0.918651708,2.121635438
-121.936,42.501,4.33E-03,1.25E-03,0.798314738,1.993928791
-121.875,42.5,3.31E-03,1.98E-03,0.54206974,1.728260146
-120.416,42.476,0,0,0.5,0.62542668
-120.355,42.475,0,0,0.5,0.657549775
-120.294,42.474,0,0,0.5,0.673557796
-120.233,42.472,0,0,0.5,0.652237631
