Longitude,Latitude,PB_Cetin_Uncorr_Strain,PB_IandY_Uncorr_Strain,PB_Seismic_Slope_Disp_RandS,PB_Seismic_Slope_Disp_BandT
-123.7,42.449,1.17E-02,9.08E-03,6.437043509,4.679258424
-123.664,42.45,1.01E-02,9.62E-03,5.629542638,4.342121802
-123.627,42.45,0.010476432,8.22E-03,4.825662132,3.997776235
-123.591,42.45,1.09E-02,8.81E-03,4.090373328,3.676436042
-124.065,42.474,1.41E-02,1.56E-02,27.07465182,11.54590445
-124.029,42.474,1.44E-02,1.41E-02,23.51557532,10.44294704
-123.992,42.474,0.014701807,1.45E-02,20.14846188,9.394139301
-123.956,42.475,1.30E-02,1.49E-02,17.30355608,8.499287191
-123.919,42.475,1.34E-02,1.34E-02,14.92187301,7.72336685
-123.883,42.475,1.37E-02,1.39E-02,12.95105133,7.063713467
-123.846,42.475,1.21E-02,1.26E-02,11.20401214,6.456817256
-123.81,42.476,0.012471021,1.12E-02,9.733160346,5.927977092
-123.773,42.476,1.29E-02,1.19E-02,8.404869091,5.434475612
-123.737,42.476,1.13E-02,1.05E-02,7.318456223,5.016503678
-123.7,42.476,1.17E-02,9.17E-03,6.334531275,4.630364243
-123.664,42.477,1.01E-02,9.72E-03,5.525366471,4.294562954
-123.627,42.477,0.010535881,8.30E-03,4.718219067,3.948657187
-123.591,42.477,1.10E-02,8.91E-03,4.004533001,3.63371888
-124.066,42.501,1.41E-02,1.57E-02,26.71999669,11.40613464
-124.029,42.501,1.44E-02,1.42E-02,23.09519317,10.29515196
-123.993,42.501,1.48E-02,0.014577028,19.84345167,9.293296289
-123.956,42.502,1.31E-02,1.50E-02,16.99370049,8.393559227
-123.92,42.502,1.34E-02,1.35E-02,14.72822649,7.651556786
-123.883,42.502,0.013759659,1.40E-02,12.72476043,6.978990056
-123.847,42.502,1.21E-02,1.27E-02,11.05141975,6.397202986
-123.81,42.503,1.25E-02,1.14E-02,9.530644223,5.8493779
-123.774,42.503,1.30E-02,1.00E-02,8.272470628,5.379325524
-123.737,42.503,1.14E-02,1.07E-02,7.16772441,4.951957821
-123.701,42.503,1.18E-02,9.25E-03,6.236712072,4.58349488
-123.664,42.504,1.02E-02,9.81E-03,5.434099698,4.250544578
-123.628,42.504,1.06E-02,8.39E-03,4.643579293,3.910907817
-123.591,42.504,9.03E-03,8.99E-03,3.92381116,3.59186036
-124.066,42.528,1.42E-02,1.58E-02,26.11247319,11.18474298
-124.03,42.528,1.45E-02,1.42E-02,22.57775979,10.11584229
-123.993,42.528,1.48E-02,1.47E-02,19.34869135,9.115898273
-123.957,42.529,1.31E-02,1.31E-02,16.67337961,8.271722623
-123.92,42.529,1.35E-02,1.36E-02,14.39753224,7.525245622
-123.884,42.529,1.38E-02,1.21E-02,12.4872042,6.882989649
-123.847,42.53,1.22E-02,1.28E-02,10.82853455,6.308275596
-123.81,42.53,1.26E-02,0.011479099,9.369575407,5.779807184
-123.774,42.53,1.10E-02,1.01E-02,8.143636912,5.325517808
-123.737,42.53,1.15E-02,1.08E-02,7.03877692,4.896742803
-123.701,42.53,1.19E-02,9.33E-03,6.136104134,4.537196305
-123.664,42.531,1.02E-02,9.89E-03,5.33900906,4.204506778
-123.628,42.531,1.07E-02,8.47E-03,4.549707666,3.86692832
-123.591,42.531,9.10E-03,7.09E-03,3.82916313,3.541390905
-124.067,42.555,1.43E-02,1.59E-02,25.75228164,11.05228644
-124.03,42.555,1.46E-02,1.43E-02,22.03172458,9.927517814
-123.994,42.555,0.014894629,1.48E-02,18.9604939,8.975258852
-123.957,42.556,0.013216607,1.32E-02,16.33289289,8.146331259
-123.92,42.556,1.36E-02,1.37E-02,14.11204628,7.417741643
-123.884,42.556,1.39E-02,1.22E-02,12.26605717,6.79619526
-123.847,42.557,1.23E-02,0.012956422,10.60601839,6.217259008
-123.811,42.557,1.27E-02,1.16E-02,9.197599092,5.710120233
-123.774,42.557,1.11E-02,1.02E-02,7.973495636,5.25105465
-123.738,42.557,1.15E-02,1.09E-02,6.914785705,4.84296375
-123.701,42.558,1.19E-02,9.44E-03,6.004302434,4.478170787
-123.665,42.558,1.03E-02,9.98E-03,5.241640553,4.159040822
-123.628,42.558,1.07E-02,8.58E-03,4.42919437,3.810988332
-123.592,42.558,9.16E-03,7.16E-03,3.763864344,3.50542155
-124.067,42.582,1.43E-02,1.60E-02,25.29594369,10.89269953
-124.031,42.582,1.46E-02,0.014411164,21.70808539,9.815133253
-123.994,42.582,1.49E-02,1.48E-02,18.61716882,8.860183202
-123.957,42.583,1.33E-02,0.013286736,16.03239044,8.037827629
-123.921,42.583,1.36E-02,1.38E-02,13.87746647,7.329101914
-123.884,42.583,0.013946763,1.24E-02,12.00234999,6.69644933
-123.848,42.584,1.23E-02,1.11E-02,10.4457993,6.150941496
-123.811,42.584,1.28E-02,1.17E-02,9.031347678,5.641698517
-123.775,42.584,1.12E-02,1.03E-02,7.849229985,5.199374111
-123.738,42.584,1.16E-02,0.0109606,6.800493282,4.793532097
-123.702,42.585,1.20E-02,9.51E-03,5.937517491,4.444209501
-123.665,42.585,1.04E-02,8.07E-03,5.131482224,4.107912035
-123.628,42.585,1.08E-02,8.67E-03,4.344231805,3.769101443
-123.592,42.585,9.21E-03,7.24E-03,3.69189492,3.471032592
-120.266,42.554,0,0,0.5,0.754427435
-124.068,42.609,1.44E-02,1.41E-02,24.88713173,10.75443368
-124.031,42.609,1.47E-02,1.45E-02,21.21826741,9.651966404
-123.994,42.609,1.50E-02,1.49E-02,18.22527088,8.729832202
-123.958,42.61,1.33E-02,1.34E-02,15.76569071,7.941216136
-123.921,42.61,1.37E-02,1.39E-02,13.62223678,7.234446271
-123.885,42.61,1.40E-02,1.25E-02,11.85538516,6.631722813
-123.848,42.611,1.24E-02,1.12E-02,10.23061871,6.063626698
-123.812,42.611,1.28E-02,0.011820181,8.888079524,5.578984448
-123.775,42.611,1.13E-02,1.04E-02,7.710725808,5.137554411
-123.738,42.611,1.17E-02,9.06E-03,6.677354813,4.739025241
-123.702,42.612,1.00E-02,9.60E-03,5.825228813,4.393620579
-123.665,42.612,1.04E-02,8.17E-03,5.012377068,4.052017095
-123.629,42.612,1.09E-02,8.76E-03,4.260825271,3.728090529
-123.592,42.612,9.29E-03,7.35E-03,3.578777797,3.418339168
-120.265,42.581,0,0,0.5,0.767655166
-120.229,42.58,0,0,0.5,0.746917605
-124.068,42.636,1.45E-02,1.42E-02,24.25288501,10.55382581
-124.031,42.636,1.48E-02,1.46E-02,20.78807842,9.501240547
-123.995,42.636,1.31E-02,1.50E-02,17.87234252,8.599744532
-123.958,42.637,1.34E-02,1.35E-02,15.42458901,7.81826442
-123.922,42.637,1.37E-02,0.013944667,13.38427888,7.139983565
-123.885,42.637,1.21E-02,1.26E-02,11.61368909,6.535618984
-123.848,42.638,1.25E-02,1.13E-02,10.01509488,5.9806031
-123.812,42.638,1.29E-02,1.20E-02,8.690548275,5.496708099
-123.775,42.638,1.13E-02,1.06E-02,7.507587975,5.053728602
-123.739,42.638,1.17E-02,9.14E-03,6.570734895,4.690504531
-123.702,42.639,1.01E-02,9.70E-03,5.722451078,4.344272815
-123.666,42.639,1.05E-02,8.25E-03,4.920944546,4.006980841
-123.629,42.639,1.09E-02,8.85E-03,4.157104449,3.677116391
-123.592,42.639,9.36E-03,7.44E-03,3.494517831,3.37714308
-120.264,42.608,0,0,0.5,0.771713214
-120.227,42.607,0,0,0.5,0.750546606
-124.068,42.663,1.45E-02,1.43E-02,23.67915639,10.38001704
-124.032,42.663,0.014820181,1.47E-02,20.38881521,9.377301233
-123.995,42.663,1.31E-02,1.31E-02,17.48376499,8.462244203
-123.959,42.664,1.35E-02,1.36E-02,15.16010125,7.720335512
-123.922,42.664,1.38E-02,1.21E-02,13.10228558,7.030543569
-123.885,42.664,1.22E-02,1.28E-02,11.36652163,6.443156344
-123.849,42.665,1.26E-02,1.14E-02,9.872300404,5.919573213
-123.812,42.665,1.30E-02,0.010056656,8.519629798,5.426038287
-123.776,42.665,1.14E-02,1.07E-02,7.411112884,5.009062969
-123.739,42.665,1.18E-02,9.25E-03,6.428775653,4.627758688
-123.702,42.666,1.02E-02,9.77E-03,5.624425386,4.299609988
-123.666,42.666,0.010581006,8.36E-03,4.798352523,3.950892721
-123.629,42.666,9.01E-03,8.95E-03,4.051211854,3.626506323
-123.593,42.666,9.44E-03,7.54E-03,3.412660682,3.3350609
-120.226,42.634,0,0,0.5,0.744665796
-124.069,42.69,0.01457789,1.43E-02,23.32553482,10.26382991
-124.032,42.69,1.49E-02,1.47E-02,19.99515181,9.245443553
-123.996,42.69,1.32E-02,1.31E-02,17.27193754,8.387552734
-123.959,42.691,1.35E-02,1.37E-02,14.86294071,7.611133079
-123.922,42.691,1.39E-02,1.22E-02,12.87085464,6.945100342
-123.886,42.691,0.012231696,1.29E-02,11.18074764,6.370025052
-123.849,42.692,1.27E-02,1.16E-02,9.619539765,5.820850853
-123.813,42.692,1.11E-02,1.02E-02,8.362956578,5.36113302
-123.776,42.692,1.15E-02,1.08E-02,7.25162055,4.940016987
-123.739,42.692,1.19E-02,9.33E-03,6.328067388,4.578373583
-123.703,42.693,0.010231762,9.87E-03,5.525885028,4.2544342
-123.666,42.693,1.07E-02,8.46E-03,4.691999178,3.902453973
-123.629,42.693,9.09E-03,7.06E-03,3.946791703,3.576456887
-123.593,42.693,9.49E-03,7.61E-03,3.337294289,3.297544363
-124.069,42.717,1.46E-02,1.44E-02,22.85089895,10.11017281
-124.033,42.717,1.49E-02,1.48E-02,19.60768128,9.110425126
-123.996,42.717,1.33E-02,0.013270665,16.83227148,8.236499006
-123.959,42.718,1.36E-02,1.37E-02,14.57079262,7.497320073
-123.923,42.718,1.39E-02,1.23E-02,12.6144094,6.848029484
-123.886,42.718,1.23E-02,1.10E-02,10.93870254,6.279218241
-123.85,42.719,1.27E-02,1.17E-02,9.45921783,5.756926666
-123.813,42.719,1.12E-02,1.03E-02,8.204135248,5.292541376
-123.776,42.719,1.16E-02,1.09E-02,7.116057869,4.881234055
-123.74,42.719,0.011925736,9.43E-03,6.217582317,4.526617939
-123.703,42.72,1.03E-02,9.98E-03,5.390915867,4.191868956
-123.666,42.72,1.07E-02,8.55E-03,4.581948047,3.85061544
-123.63,42.72,9.15E-03,7.14E-03,3.838857289,3.522057572
-123.593,42.72,9.58E-03,7.73E-03,3.239251579,3.247498889
-124.07,42.744,1.47E-02,0.014484835,22.38317361,9.957630629
-124.033,42.744,1.30E-02,1.49E-02,19.18066686,8.959199003
-123.997,42.744,1.33E-02,1.34E-02,16.55440166,8.127994069
-123.96,42.745,1.37E-02,1.39E-02,14.24483315,7.381894527
-123.923,42.745,1.20E-02,1.25E-02,12.32909721,6.740860871
-123.887,42.745,1.24E-02,1.12E-02,10.71246018,6.186973085
-123.85,42.746,1.28E-02,1.18E-02,9.283859132,5.679557992
-123.813,42.746,1.13E-02,1.04E-02,7.965213569,5.196856157
-123.777,42.746,1.16E-02,9.00E-03,6.962708259,4.815805451
-123.74,42.746,1.00E-02,9.54E-03,6.066516946,4.460825089
-123.703,42.747,1.04E-02,8.10E-03,5.2450475,4.124842256
-123.667,42.747,1.08E-02,8.66E-03,4.471289939,3.799717768
-123.63,42.747,9.22E-03,7.24E-03,3.767528572,3.484714365
-123.593,42.747,9.66E-03,7.83E-03,3.149508422,3.202796824
-124.07,42.771,1.48E-02,1.46E-02,21.89138181,9.788458322
-124.034,42.771,1.31E-02,1.50E-02,18.76221093,8.816122385
-123.997,42.771,1.34E-02,1.35E-02,16.13856333,7.979048211
-123.96,42.772,1.38E-02,1.40E-02,13.94927832,7.268034476
-123.924,42.772,1.21E-02,1.26E-02,12.10992174,6.653401711
-123.887,42.772,1.25E-02,1.13E-02,10.4677296,6.090053883
-123.85,42.773,1.29E-02,0.011957942,9.059603239,5.589743368
-123.814,42.773,1.13E-02,1.06E-02,7.860380259,5.149693654
-123.777,42.773,1.17E-02,9.11E-03,6.834035847,4.75822856
-123.74,42.773,1.01E-02,9.65E-03,5.939104549,4.404417451
-123.704,42.774,1.04E-02,8.17E-03,5.157955634,4.080449488
-123.667,42.774,1.09E-02,8.76E-03,4.354337102,3.743540829
-123.63,42.774,9.32E-03,7.36E-03,3.655137227,3.431371487
-123.594,42.774,9.74E-03,7.94E-03,3.062071029,3.158678906
-124.071,42.798,1.48E-02,1.47E-02,21.5344558,9.648947245
-124.034,42.798,1.32E-02,1.31E-02,18.39465965,8.675810985
-123.997,42.798,1.35E-02,1.36E-02,15.83107269,7.86211901
-123.961,42.799,1.38E-02,1.21E-02,13.68398417,7.164101414
-123.924,42.799,1.22E-02,1.28E-02,11.82996988,6.544970799
-123.887,42.799,1.26E-02,0.011461051,10.24662411,5.998841418
-123.851,42.8,1.10E-02,1.01E-02,8.871926213,5.511079645
-123.814,42.8,1.14E-02,1.07E-02,7.695343058,5.076277001
-123.777,42.8,1.18E-02,9.22E-03,6.697611672,4.69690093
-123.741,42.8,1.01E-02,9.74E-03,5.853475778,4.359333302
-123.704,42.801,1.05E-02,8.29E-03,5.014545581,4.015091974
-123.667,42.801,1.10E-02,8.88E-03,4.239837126,3.689293251
-123.631,42.801,9.38E-03,7.45E-03,3.569179101,3.39187036
-123.594,42.801,9.82E-03,6.04E-03,2.97435311,3.113888806
-124.071,42.825,1.49E-02,1.48E-02,20.97458843,9.44708605
-124.035,42.825,1.32E-02,1.32E-02,18.02832046,8.537098631
-123.998,42.825,1.36E-02,0.013711468,15.49945035,7.733714603
-123.961,42.826,1.39E-02,1.23E-02,13.33675982,7.033052955
-123.924,42.826,1.23E-02,1.30E-02,11.56603103,6.441259618
-123.888,42.826,1.27E-02,1.16E-02,10.01873996,5.910253679
-123.851,42.827,1.11E-02,1.02E-02,8.668559052,5.428727734
-123.814,42.827,1.15E-02,1.08E-02,7.527228066,5.004661507
-123.778,42.827,1.19E-02,9.33E-03,6.582440372,4.644019216
-123.741,42.827,1.02E-02,9.85E-03,5.737138511,4.306712392
-123.704,42.828,1.06E-02,8.41E-03,4.882696358,3.953546473
-123.668,42.828,9.04E-03,8.99E-03,4.133905063,3.637121624
-123.631,42.828,9.46E-03,7.55E-03,3.471692578,3.343876644
-123.594,42.828,9.90E-03,6.14E-03,2.890365619,3.066591706
-124.072,42.852,1.30E-02,1.49E-02,20.52833601,9.283170322
-124.035,42.852,1.33E-02,1.34E-02,17.50894769,8.349330771
-123.998,42.852,1.37E-02,1.38E-02,15.06321733,7.574989248
-123.962,42.853,1.40E-02,1.24E-02,13.09468404,6.936363632
-123.925,42.853,1.24E-02,1.11E-02,11.31938929,6.342710336
-123.888,42.853,1.28E-02,1.18E-02,9.803459197,5.822326446
-123.851,42.854,1.12E-02,1.04E-02,8.467130679,5.348393643
-123.815,42.854,1.16E-02,1.09E-02,7.381611802,4.941158531
-123.778,42.854,1.19E-02,9.44E-03,6.448365761,4.581153793
-123.741,42.854,1.03E-02,9.96E-03,5.600767441,4.246614534
-123.705,42.855,1.07E-02,8.52E-03,4.762730829,3.899715703
-123.668,42.855,9.13E-03,7.11E-03,4.006765841,3.577381575
-123.631,42.855,0.009556165,7.68E-03,3.358287434,3.286041565
-123.594,42.855,9.99E-03,6.27E-03,2.79160431,3.013124382
-124.072,42.879,1.31E-02,1.50E-02,20.00184616,9.086401491
-124.035,42.879,0.01343671,1.35E-02,17.14034031,8.206536371
-123.999,42.88,1.38E-02,1.40E-02,14.78790206,7.465382904
-123.962,42.88,1.21E-02,1.26E-02,12.76903659,6.815460029
-123.925,42.88,1.25E-02,1.13E-02,11.04968866,6.242627184
-123.889,42.88,1.29E-02,1.19E-02,9.600163658,5.744030428
-123.852,42.881,1.13E-02,1.05E-02,8.301467534,5.27732712
-123.815,42.881,1.16E-02,9.03E-03,7.244586374,4.879981967
-123.778,42.881,1.00E-02,9.55E-03,6.304633574,4.516528221
-123.742,42.881,1.04E-02,8.06E-03,5.483855437,4.192933875
-123.705,42.882,1.08E-02,8.65E-03,4.632813387,3.842628229
-123.668,42.882,9.21E-03,7.21E-03,3.905970289,3.526166925
-123.631,42.882,9.65E-03,7.80E-03,3.254641279,3.234903816
-123.595,42.882,8.06E-03,6.35E-03,2.716882717,2.974349143
-124.073,42.906,1.32E-02,1.31E-02,19.56339272,8.92678732
-124.036,42.906,1.35E-02,1.36E-02,16.82660985,8.086217916
-123.999,42.907,0.013841774,1.21E-02,14.43806924,7.338039931
-123.962,42.907,1.22E-02,1.28E-02,12.47585256,6.70455233
-123.926,42.907,1.26E-02,1.14E-02,10.83687888,6.157775583
-123.889,42.907,1.10E-02,1.01E-02,9.381637314,5.657545515
-123.852,42.908,1.14E-02,1.06E-02,8.124202746,5.203254645
-123.815,42.908,0.011741174,9.16E-03,7.074185699,4.810455615
-123.779,42.908,1.01E-02,9.64E-03,6.198497014,4.469332782
-123.742,42.908,0.010461701,8.18E-03,5.338363367,4.127656227
-123.705,42.909,0.010892848,8.77E-03,4.503435863,3.784428504
-123.668,42.909,9.31E-03,7.33E-03,3.790584588,3.470149921
-123.632,42.909,9.72E-03,7.90E-03,3.177242235,3.195048768
-123.595,42.909,8.16E-03,6.47E-03,2.624663589,2.928479042
-124.073,42.933,1.33E-02,1.33E-02,19.02015459,8.743686018
-124.036,42.933,1.36E-02,1.37E-02,16.33850961,7.921400158
-124,42.934,1.39E-02,1.23E-02,14.16940453,7.238355222
-123.963,42.934,1.23E-02,1.29E-02,12.23442353,6.612705296
-123.926,42.934,1.27E-02,1.16E-02,10.57882784,6.060184114
-123.889,42.934,1.11E-02,1.02E-02,9.153376206,5.565025191
-123.853,42.935,1.15E-02,1.07E-02,7.973857186,5.139542232
-123.816,42.935,1.18E-02,9.25E-03,6.938689429,4.749922978
-123.779,42.935,1.02E-02,9.76E-03,6.054635792,4.406463525
-123.742,42.935,1.06E-02,8.30E-03,5.195825585,4.062458126
-123.705,42.936,0.010985,8.90E-03,4.376816558,3.724262244
-123.669,42.936,9.39E-03,7.44E-03,3.693649493,3.424607637
-123.632,42.936,9.82E-03,6.02E-03,3.067275342,3.141513004
-123.595,42.936,8.24E-03,6.57E-03,2.543214007,2.888123952
-124.074,42.96,0.013376172,1.34E-02,18.60646535,8.601295327
-124.037,42.96,1.37E-02,1.38E-02,16.05810723,7.814233733
-124,42.961,1.40E-02,1.24E-02,13.81770879,7.111220726
-123.963,42.961,1.24E-02,1.11E-02,11.93428561,6.499889693
-123.926,42.961,1.28E-02,1.17E-02,10.34975449,5.969184801
-123.89,42.961,1.12E-02,1.03E-02,8.984993965,5.497527454
-123.853,42.962,1.15E-02,1.08E-02,7.816628122,5.069352435
-123.816,42.962,1.19E-02,9.37E-03,6.782583564,4.681846256
-123.779,42.962,0.010245468,9.88E-03,5.927785101,4.350872525
-123.743,42.962,1.06E-02,8.41E-03,5.077685172,4.008010422
-123.706,42.963,9.06E-03,9.00E-03,4.270555551,3.673841831
-123.669,42.963,9.47E-03,7.55E-03,3.577944683,3.372080663
-123.632,42.963,9.90E-03,6.13E-03,2.976421387,3.093437183
-123.595,42.963,8.33E-03,6.68E-03,2.460671304,2.843204193
-124.074,42.987,1.35E-02,1.35E-02,18.22593338,8.474955617
-124.037,42.987,1.38E-02,1.40E-02,15.6716846,7.68811542
-124,42.988,1.21E-02,1.26E-02,13.55449163,7.015969435
-123.964,42.988,1.25E-02,1.13E-02,11.7199453,6.420192095
-123.927,42.988,1.29E-02,0.011869968,10.16186445,5.899226501
-123.89,42.988,1.13E-02,1.05E-02,8.787866401,5.416835392
-123.853,42.989,1.16E-02,1.10E-02,7.640410247,4.996503292
-123.816,42.989,1.20E-02,9.49E-03,6.63006867,4.618164309
-123.78,42.989,1.03E-02,9.97E-03,5.819326779,4.300393633
-123.743,42.99,1.07E-02,8.53E-03,4.933956991,3.944571807
-123.706,42.99,9.15E-03,7.12E-03,4.139605407,3.612996365
-123.669,42.99,9.57E-03,7.68E-03,3.467477464,3.320194411
-123.633,42.99,9.97E-03,6.21E-03,2.911707559,3.058529337
-123.596,42.99,8.40E-03,6.77E-03,2.398870055,2.810042786
-124.075,43.014,1.35E-02,1.36E-02,18.00953073,8.40857184
-124.038,43.014,1.38E-02,1.21E-02,15.48642846,7.623699238
-124.001,43.015,1.22E-02,0.012736483,13.36276328,6.947420336
-123.964,43.015,1.26E-02,0.011382397,11.53897327,6.353940914
-123.927,43.015,1.30E-02,1.00E-02,9.960006291,5.824106099
-123.89,43.015,0.011337576,1.06E-02,8.644234101,5.35854148
-123.854,43.016,1.17E-02,9.07E-03,7.524045175,4.947531347
-123.817,43.016,1.00E-02,9.56E-03,6.564901076,4.58513929
-123.78,43.016,1.04E-02,8.07E-03,5.701576645,4.248469647
-123.743,43.017,1.08E-02,8.64E-03,4.818949765,3.893447182
-123.706,43.017,9.23E-03,7.22E-03,4.043645398,3.56719909
-123.67,43.017,9.63E-03,7.76E-03,3.399948184,3.285042979
-123.633,43.017,8.06E-03,6.32E-03,2.819091384,3.00664402
-123.596,43.017,8.49E-03,6.88E-03,2.32676126,2.769343648
-123.559,43.018,8.91E-03,5.43E-03,1.90195494,2.543653527
-124.075,43.041,1.36E-02,1.36E-02,17.74326994,8.335157109
-124.038,43.041,1.39E-02,1.21E-02,15.36851528,7.584453801
-124.001,43.042,1.22E-02,1.28E-02,13.23236355,6.900727367
-123.965,43.042,0.01264279,1.15E-02,11.46261635,6.322938823
-123.928,43.042,1.10E-02,1.01E-02,9.921622415,5.801701914
-123.891,43.042,1.14E-02,1.06E-02,8.602211459,5.335084336
-123.854,43.043,1.17E-02,9.14E-03,7.473609149,4.921401558
-123.817,43.043,1.01E-02,9.63E-03,6.517833306,4.55894649
-123.78,43.043,1.04E-02,8.14E-03,5.637291162,4.21635803
-123.744,43.044,1.09E-02,8.70E-03,4.769756349,3.867809677
-123.707,43.044,9.27E-03,7.27E-03,4.008093065,3.545631215
-123.67,43.044,9.69E-03,7.83E-03,3.354357237,3.258927141
-123.633,43.044,8.11E-03,6.38E-03,2.789979824,2.989489895
-123.596,43.044,8.53E-03,6.94E-03,2.292923225,2.748562374
-123.559,43.045,8.96E-03,5.49E-03,1.876524057,2.524409327
-124.075,43.068,1.36E-02,1.37E-02,17.77093374,8.346152965
-124.039,43.068,1.39E-02,1.22E-02,15.14149062,7.523046027
-124.002,43.069,1.23E-02,1.29E-02,13.15772301,6.875993113
-123.965,43.069,1.27E-02,0.011570042,11.37491236,6.285202582
-123.928,43.069,1.11E-02,1.02E-02,9.828161292,5.759637745
-123.891,43.069,1.14E-02,1.07E-02,8.506923735,5.293612408
-123.854,43.07,1.18E-02,9.22E-03,7.405569771,4.88772827
-123.818,43.07,1.01E-02,9.69E-03,6.466734646,4.529618728
-123.781,43.07,1.05E-02,8.20E-03,5.587716428,4.191326269
-123.744,43.071,1.09E-02,8.77E-03,4.713218195,3.837517813
-123.707,43.071,9.32E-03,7.33E-03,3.949052896,3.513845522
-123.67,43.071,9.75E-03,7.90E-03,3.303180117,3.230860135
-123.633,43.071,8.17E-03,6.45E-03,2.736837747,2.961982245
-123.596,43.071,8.59E-03,5.00E-03,2.260966218,2.728496964
-123.56,43.072,7.00E-03,5.53E-03,1.85545879,2.509997957
-124.039,43.095,1.39E-02,1.23E-02,15.2504046,7.551028942
-124.002,43.096,1.24E-02,1.10E-02,13.06230626,6.844979819
-123.965,43.096,1.28E-02,1.16E-02,11.2756429,6.250626134
-123.928,43.096,1.11E-02,1.02E-02,9.762683257,5.731179669
-123.892,43.097,1.15E-02,1.08E-02,8.47854402,5.273803213
-123.855,43.097,1.18E-02,9.28E-03,7.362224548,4.864328094
-123.818,43.097,1.02E-02,9.77E-03,6.404366524,4.499166436
-123.781,43.097,1.05E-02,8.27E-03,5.525108319,4.159882276
-123.744,43.098,1.10E-02,8.85E-03,4.651105842,3.809539157
-123.707,43.098,9.38E-03,7.40E-03,3.90652121,3.488987045
-123.67,43.098,9.80E-03,7.96E-03,3.262434258,3.207753466
-123.634,43.098,8.20E-03,6.49E-03,2.714917915,2.948527176
-123.597,43.098,8.63E-03,5.05E-03,2.238080285,2.715168158
-123.56,43.099,7.05E-03,5.59E-03,1.834732694,2.494839338
-124.04,43.122,1.40E-02,1.24E-02,15.16620715,7.533470135
-124.003,43.123,1.24E-02,1.11E-02,12.91152274,6.800553471
-123.966,43.123,1.28E-02,1.17E-02,11.20381769,6.224165918
-123.929,43.123,0.011192136,1.03E-02,9.711072752,5.704034629
-123.892,43.124,1.15E-02,1.08E-02,8.400143745,5.236241645
-123.855,43.124,1.19E-02,9.35E-03,7.289245171,4.829254119
-123.818,43.124,1.02E-02,9.84E-03,6.336243214,4.465500755
-123.781,43.124,1.06E-02,8.36E-03,5.443206845,4.120697052
-123.745,43.125,9.01E-03,8.91E-03,4.606403596,3.784103402
-123.708,43.125,9.42E-03,7.46E-03,3.864359006,3.467959685
-123.671,43.125,9.84E-03,6.02E-03,3.221965136,3.185922513
-123.634,43.125,8.26E-03,6.57E-03,2.667598465,2.924508964
-123.597,43.125,8.68E-03,5.11E-03,2.204715012,2.695189549
-123.56,43.126,7.11E-03,5.65E-03,1.801028722,2.475049958
-124.04,43.149,1.20E-02,1.24E-02,15.04400672,7.496967804
-124.003,43.15,0.012467376,0.011166058,12.91525651,6.792204526
-123.966,43.15,1.29E-02,1.18E-02,11.11759875,6.187745362
-123.929,43.15,1.12E-02,0.010369477,9.625059592,5.668353391
-123.892,43.151,1.16E-02,1.09E-02,8.331898118,5.204854477
-123.856,43.151,1.19E-02,9.39E-03,7.274784393,4.815001103
-123.819,43.151,1.03E-02,9.88E-03,6.328222863,4.455598415
-123.782,43.151,1.06E-02,8.41E-03,5.409847281,4.100177481
-123.745,43.152,9.06E-03,8.97E-03,4.549659538,3.75797043
-123.708,43.152,9.47E-03,7.52E-03,3.820383512,3.445603005
-123.671,43.152,9.89E-03,6.07E-03,3.179257383,3.16444409
-123.634,43.152,8.32E-03,6.63E-03,2.626378428,2.903639804
-123.597,43.152,8.74E-03,5.17E-03,2.163417999,2.672404526
-123.56,43.153,7.16E-03,5.70E-03,1.776082642,2.460061268
-124.04,43.176,1.21E-02,1.25E-02,14.9913307,7.475748679
-124.004,43.177,1.25E-02,1.12E-02,12.8680226,6.770147221
-123.967,43.177,1.29E-02,1.19E-02,11.07711666,6.168191481
-123.93,43.177,1.13E-02,1.04E-02,9.511677094,5.629187732
-123.893,43.178,1.16E-02,1.10E-02,8.313473678,5.19361289
-123.856,43.178,0.011971423,9.46E-03,7.216180332,4.787949266
-123.819,43.178,1.03E-02,9.94E-03,6.2781731,4.431638833
-123.782,43.178,0.010690593,8.47E-03,5.355704998,4.074992741
-123.745,43.179,9.11E-03,7.03E-03,4.497905534,3.732388941
-123.708,43.179,9.52E-03,7.58E-03,3.776776293,3.424500288
-123.671,43.179,9.94E-03,6.14E-03,3.131274231,3.139325224
-123.634,43.179,8.36E-03,6.68E-03,2.595304668,2.887128175
-123.598,43.179,8.76E-03,5.19E-03,2.157031107,2.667231817
-123.561,43.18,7.18E-03,5.73E-03,1.75962074,2.449781396
-124.041,43.203,1.21E-02,1.26E-02,14.93308683,7.464383526
-124.004,43.204,1.26E-02,1.13E-02,12.83436076,6.765740733
-123.967,43.204,1.29E-02,1.19E-02,10.93373197,6.126413006
-123.93,43.204,1.13E-02,1.05E-02,9.540370952,5.631603916
-123.893,43.205,1.17E-02,9.02E-03,8.249231788,5.168461024
-123.856,43.205,1.00E-02,9.52E-03,7.145172507,4.759775895
-123.819,43.205,1.03E-02,8.00E-03,6.239740832,4.412699752
-123.782,43.205,1.07E-02,8.51E-03,5.334065393,4.060404071
-123.746,43.206,9.14E-03,7.08E-03,4.469475824,3.716469958
-123.709,43.206,9.56E-03,7.62E-03,3.748790879,3.410373493
